Company-Name,Founded in,Ownership,India Employee count,Global Employee count,Headquarters,Office Locations,CEO,Founders,Type of Company,Nature of Business,Company Email ID,Company Contact no.,Social Media Presence,Website,Details,Reviews,Salaries,Interviews,Jobs,Benefits
Cethar,1981 (42 yrs old),Private,501-1k,1k-5k,"Tiruchirapalli , India","Tiruchirapalli , India",,,,B2B,,,https://www.linkedin.com/company/cethar-limited,http://www.cethar.com/,Industrial Machinery | 501-1k Employees | 42 years old | Tiruchirapalli  +12 more,114,413,4,--,9
Lester Infoservices,1981 (42 yrs old),Private,201-500,1k-5k,"East Haven, Connecticut, United States Of America",,,,Foreign MNC,Service|B2C|B2B,,,,https://www.lesterinc.com/,BPO | 201-500 Employees | 42 years old | East Haven +2 more,114,607,9,13,18
CBSE,,Private,,5k-10k,"Delhi, India",,,,,,,,https://www.linkedin.com/company/central-board-of-secondary-education-cbse-,http://www.cbse.nic.in,Education & Training | 5k-10k Employees (Global) | Delhi +61 more,114,404,4,--,10
Zerodha,2010 (13 yrs old),Public,1k-5k,,"Bangalore, India",Bengaluru/Bangalore,Nithin Kamath,,Corporate,Service|B2C|B2B,,,https://facebook.com/zerodha.social|https://linkedin.com/company/zerodha|https://twitter.com/zerodhaonline|youtube.com/@zerodhaonline,https://zerodha.com/,FinTech | 1k-5k Employees | Public | 13 years old | Bangalore +18 more,114,725,5,2,16
Modern Business Solutions,2004 (19 yrs old),Private,5k-10k,5k-10k,"Ahmedabad, India",,,,,,,,https://www.linkedin.com/company/modern-business-solutions,http://www.mbsindia.net/,Recruitment | 5k-10k Employees | 19 years old | Ahmedabad +52 more,114,432,6,--,10
Shemaroo Entertainment,1962 (61 yrs old),Public,501-1k,501-1k,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",,,Corporate,B2C|B2B,,,https://www.facebook.com/ShemarooEnt|https://www.linkedin.com/company/147652|https://twitter.com/ShemarooEnt,https://www.shemarooent.com,Media & Entertainment | 501-1k Employees | Public | 61 years old | Mumbai +6 more,114,985,5,23,13
Municipal Corporation of Greater Mumbai,1888 (135 yrs old),Public,501-1k,5k-10k,"Mumbai, India","Mumbai, India",,,,,,,,https://portal.mcgm.gov.in/irj/portal/anonymous?guest_user=english,Government | 501-1k Employees | Public | 135 years old | Mumbai +3 more,114,441,1,--,14
Technosoft Corporation,,,,,,,Sean_narayana,,Foreign MNC,Service|B2B,,,,http://www.technosoftcorp.com/,IT Services & Consulting | Chennai +6 more,114,1.4k,9,--,20
Kolors Healthcare,2004 (19 yrs old),Private,51-200,1k-5k,"Hyderabad/Secunderabad, Telangana, India","Hyderabad/Secunderabad, Telangana, India",,,Corporate,B2C,,,https://www.linkedin.com/company/kolors-health-care-india-pvt.-ltd,https://www.kolorshealthcare.com/,Healthcare | 51-200 Employees | 19 years old | Hyderabad/Secunderabad +19 more,114,634,7,1,9
Education Culture,2015 (8 yrs old),Private,51-200,201-500,"Ludhiana, Punjab, India",Ludhiana,,,Corporate,B2B,,,https://www.linkedin.com/company/education-culture-pvt.-ltd.,https://educationculture.net/,Education & Training | 51-200 Employees | 8 years old | Ludhiana +7 more,114,94,3,--,27
Ntf,1984 (39 yrs old),,201-500,201-500,"Gurgaon, India","Gurgaon, India",,,,,,,https://www.linkedin.com/company/ntf-india-pvt-ltd-|https://twitter.com/ntfindia,https://www.ntfindia.com/,Auto Components | 201-500 Employees | 39 years old | Gurgaon +11 more,114,669,8,1,10
Hegde & Hegde Pharmaceutica,1989 (34 yrs old),,11-50,,"Mumbai, India","Mumbai, India",,,,,,,,http://www.hhpharma.com,Pharma | 11-50 Employees | 34 years old | Mumbai +29 more,114,385,5,1,15
SGB,,Private,51-200,,"San Diego,",,,,,,,,,http://www.sgbinc.com,Engineering & Construction | 51-200 Employees | San Diego +19 more,114,449,2,3,22
Umang Dairies,1994 (29 yrs old),Public,201-500,201-500,"New Delhi, India","New Delhi, India",,,,,,,,http://www.umangdairies.com/,FMCG | 201-500 Employees | Public | 29 years old | New Delhi +13 more,114,456,8,--,8
Milan Laboratories India Private Limited,1976 (47 yrs old),Private,201-500,201-500,"Thane, India",,,,,,,,https://www.linkedin.com/company/milan-laboratories-india-pvt.-ltd.,http://www.milanlabs.com/,Pharma | 201-500 Employees | 47 years old | Thane +8 more,114,760,7,4,16
Soch Apparels,2005 (18 yrs old),Private,501-1k,1k-5k,"Bengaluru, India","Bengaluru, India",,,,,,,,http://www.sochstore.com,Fashion & Textile | 501-1k Employees | 18 years old | Bengaluru +24 more,114,627,4,1,18
Country Club Hospitality & Holidays,1989 (34 yrs old),Private,201-500,1k-5k,"Hyderabad, India","Hyderabad, India",,,,,,,https://www.linkedin.com/company/cchhl,https://www.countryclubindia.net/,Hospitality | 201-500 Employees | 34 years old | Hyderabad +19 more,114,500,1,--,11
Neuberg Diagnostics,,,201-500,,"Chennai, Tamilnadu, India",,,,,,,,https://www.linkedin.com/company/neuberg-diagnostics,http://neubergdiagnostics.com,Healthcare | 201-500 Employees | Chennai +24 more,114,679,4,11,10
Ribbon Communication,,,1k-5k,,,,,,,,,,,https://ribboncommunications.com/,Hardware & Networking | 1k-5k Employees | Bengaluru/Bangalore +6 more,114,892,6,--,20
Mahindra Teqo,,,501-1k,,,,,,,,,,,https://www.mahindrateqo.com/,Software Product | 501-1k Employees | Mumbai +36 more,114,659,12,2,19
Bizcrum Infotech,,,201-500,,,,,,,,,,,http://www.bizcrum.com,Internet | 201-500 Employees | New Delhi +29 more,114,550,10,4,10
Accentuate Business Solutions,,,51-200,,,,,,,,,,,http://www.accentuatesol.com/,11-50 Employees | Gurgaon/Gurugram +12 more,114,1.1k,12,--,24
IL&FS Skills Development Corporation,2011 (12 yrs old),,11-50,10k-50k,"Mumbai, India",,,,,,,,,https://www.ilfsindia.com/,Education & Training | 11-50 Employees | 12 years old | Mumbai +43 more,114,277,2,--,19
Cyntexa,2018 (5 yrs old),Private,201-500,201-500,"San Francisco, California, United States (USA)",Jaipur,Shrey Sharma,,Corporate,Service|B2B,careers@cyntexa.com,9610098883.0,https://www.facebook.com/cyntexa|https://www.linkedin.com/company/cyntexa|https://twitter.com/cyntexa|https://www.youtube.com/c/Cyntexa|https://www.instagram.com/lifeatcyntexa/,https://cyntexa.com/,IT Services & Consulting | 201-500 Employees | 5 years old | San Francisco +1 more,114,260,8,30,8
Omprime Technology Private Limited,2019 (4 yrs old),,51-200,1k-5k,,Gurgaon/Gurugram,,,,,careers@omprime.com,9899521762.0,https://www.facebook.com/omprimetech/|https://www.linkedin.com/company/omprime/,https://omprime.com/?msclkid=7ac9a2f6cf6a11ecbcb1a35f5f70de2e,IT Services & Consulting | 501-1k Employees | 4 years old | Gurgaon/Gurugram +4 more,114,153,8,--,44
Smarter BIZ Technologies,2014 (9 yrs old),Private,51-200,51-200,"Bangalore/Bengaluru, Karnataka, India",,,,Startup,Product|Service|B2B,,,https://www.linkedin.com/company/smarter-biz-technologies-private-limited|https://twitter.com/smartersmb,https://smarterbiz.ai/,IT Services & Consulting | 51-200 Employees | Startup | 9 years old | Bangalore/Bengaluru +12 more,114,356,13,26,12
Makino Auto Industries,1990 (33 yrs old),Private,501-1k,501-1k,"Noida, Uttar Pradesh, India","Noida, Uttar Pradesh, India",,,Corporate,B2B,,,,http://www.makino.in/,Automobile | 501-1k Employees | 33 years old | Noida +7 more,114,585,5,--,19
Fangs Technology,2014 (9 yrs old),Private,1k-5k,1k-5k,"Chennai, India","Chennai, India",,,,,,,,http://www.fangs.co.in/,Consumer Electronics & Appliances | 1k-5k Employees | 9 years old | Chennai +16 more,114,582,6,--,19
Greenway Health,,,201-500,,"Tampa, Florida, United States of America",,,,,,,,,https://www.greenwayhealth.com/,IT Services & Consulting | 201-500 Employees | Tampa +1 more,114,704,19,7,9
Revolut,2015 (8 yrs old),,,,"London,England, United Kingdom",,,,Startup,,,,https://www.facebook.com/revolutapp|https://www.linkedin.com/company/revolut|https://twitter.com/revolutapp|https://www.youtube.com/@RevolutApp,https://www.revolut.com,Internet | Startup | 8 years old | London +2 more,114,967,17,6,3
Colorbar Cosmetics,2004 (19 yrs old),Private,51-200,1k-5k,"Delhi,NCT, India",New Delhi,,,,B2C|B2B|D2C,,,https://www.facebook.com/colorbarcosmetics|https://www.linkedin.com/company/colorbar-usa/mycompany/|https://twitter.com/lovecolorbar,https://www.colorbarcosmetics.com/,Beauty & Personal Care | 51-200 Employees | 19 years old | Delhi +25 more,113,408,5,6,17
Anytime Fitness,2001 (22 yrs old),LLC,51-200,5k-10k,"Delhi,NCT, India",,,,Corporate,B2C,,,https://www.facebook.com/atfitnessin|https://www.linkedin.com/company/anytimefitness|https://twitter.com/atfitnessin,https://www.anytimefitness.com/,Fitness & Wellness | 51-200 Employees | 22 years old | Delhi +20 more,113,784,8,49,14
Ludhiana Beverages,1994 (29 yrs old),Private,51-200,501-1k,"Ludhiana, India","Ludhiana, India",,,,,,,,https://www.lbpl.in/,Beverage | 51-200 Employees | 29 years old | Ludhiana +5 more,113,644,6,--,17
Volante Technologies,,Private,201-500,,"New York,",,,,,,,,https://twitter.com/#!/volantetech,http://www.volantetech.com,FinTech | 201-500 Employees | New York +3 more,113,1.2k,11,--,20
Nippon Toyota,1999 (24 yrs old),Private,201-500,1k-5k,"Kochi/Cochin, Kerala, India",,,,Corporate,B2C,,,https://www.linkedin.com/company/nippon-toyota-pvt-ltd,http://www.nippon-toyota.com,Auto Components | 201-500 Employees | 24 years old | Kochi/Cochin +9 more,113,468,1,--,23
Aress Software and Education Technologies,1999 (24 yrs old),Private,,201-500,"Nasik/Nashik, Maharashtra, India","Nasik/Nashik, Maharashtra, India",,,Indian MNC,Service|B2B,,,https://www.linkedin.com/company/aress-usa|https://twitter.com/aress_software,http://www.aress.com,IT Services & Consulting | 201-500 Employees (Global) | 24 years old | Nasik/Nashik +3 more,113,836,4,--,11
Zeco Aircon,1989 (34 yrs old),Public,501-1k,501-1k,"Jhajjar, Haryana, India",,,,Corporate,B2B,,,https://www.linkedin.com/company/zeco-aircon-limited,https://zecoaircon.com,Industrial Machinery | 501-1k Employees | Public | 34 years old | Jhajjar +10 more,113,702,1,--,11
Jehangir Hospital,1946 (77 yrs old),Private,1k-5k,1k-5k,"Pune, Maharashtra, India","Pune, Maharashtra, India",,,Corporate,B2C,,,,https://www.jehangirhospital.com/,Healthcare | 1k-5k Employees | 77 years old | Pune +3 more,113,537,5,11,16
VASANTHA TOOL CRAFTS,1989 (34 yrs old),Private,201-500,501-1k,"Hyderabad, India","Hyderabad, India",,,,,,,,https://vasantha.com/,Industrial Machinery | 201-500 Employees | 34 years old | Hyderabad +1 more,113,514,7,--,20
Cheers Interactive,2000 (23 yrs old),Private,51-200,501-1k,"Utrecht, Albert Heijn, Netherlands",,,,Foreign MNC,B2B,,,https://www.linkedin.com/company/cheers-interactive,http://www.futurebridge.com,Management Consulting | 51-200 Employees | 23 years old | Utrecht +4 more,113,597,8,21,12
Gateway Group,1997 (26 yrs old),Private,501-1k,1k-5k,"Ahmedabad, Gujarat, India","Ahmedabad, Gujarat, India",,,Corporate,Service|B2B,,,https://www.linkedin.com/company/thegatewaycorp/|https://twitter.com/tggoc,https://thegatewaycorp.com/,IT Services & Consulting | 501-1k Employees | 26 years old | Ahmedabad +4 more,113,971,11,16,14
India Pistons,1949 (74 yrs old),Public,1k-5k,1k-5k,"Chennai, Tamil Nadu, India","Chennai, Tamil Nadu, India",,,Corporate,B2B,,,https://www.facebook.com/pages/India-Pistons-Ltd/211141419075375|https://www.linkedin.com/company/india-pistons-ltd,http://www.indiapistons.com,Auto Components | 1k-5k Employees | Public | 74 years old | Chennai +3 more,113,814,6,--,20
Brickwork Ratings,2007 (16 yrs old),Private,201-500,,"Bengaluru, India",,,,,,,,https://www.facebook.com/Brickwork-Ratings-1376442872589247/|https://www.linkedin.com/company/brickwork-rating|https://twitter.com/bwrratings,https://www.brickworkratings.com/,Financial Services | 201-500 Employees | 16 years old | Bengaluru +19 more,113,669,5,1,5
GKN Sinter Metals,1902 (121 yrs old),Private,51-200,5k-10k,"Auburn Hills, UnitedStates",,,,,,,,,https://www.gknpm.com/,Auto Components | 51-200 Employees | 121 years old | Auburn Hills +7 more,113,611,6,--,14
A3logics,2003 (20 yrs old),Private,201-500,201-500,"Jaipur, Rajasthan, India",Jaipur,,,Corporate,Service|B2B,recruitment@a3logics.in,,https://www.facebook.com/A3Logics|https://twitter.com/a3logics|https://www.youtube.com/c/a3logics-inc|https://www.instagram.com/a3logics_it_consulting/,http://www.a3logics.com,IT Services & Consulting | 201-500 Employees | 20 years old | Jaipur +4 more,113,731,17,10,8
DLF Brands,2008 (15 yrs old),Private,1k-5k,1k-5k,"New Delhi, India","New Delhi, India",,,,,,,,http://www.dlfbrands.com/,Retail | 1k-5k Employees | 15 years old | New Delhi +16 more,113,531,5,6,18
Mandovi Motors,1984 (39 yrs old),Private,1k-5k,,"Bangalore/Bengaluru, Karnataka, India","Bangalore/Bengaluru, Karnataka, India",,,Corporate,B2C|B2B,,,https://www.facebook.com/palacenexa|https://twitter.com/mandovimotor,http://www.mandovimotors.in,Auto Components | 1k-5k Employees | 39 years old | Bangalore/Bengaluru +4 more,113,514,3,--,14
Kanakia Spaces,1986 (37 yrs old),Private,51-200,501-1k,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",,,Corporate,B2C|B2B,,,https://www.facebook.com/kanakiagroup|https://www.linkedin.com/company/kanakia-group|https://twitter.com/kanakia_spaces,http://www.kanakia.com,Real Estate | 51-200 Employees | 37 years old | Mumbai +2 more,113,680,--,4,15
Maintec Technologies,1998 (25 yrs old),Private,1k-5k,,"Bangalore/Bengaluru, Karnataka, India",Noida,C.S. Gupta,,Corporate,Service|B2B,,,https://www.facebook.com/MaintecTechnologies?ref=ts|https://www.linkedin.com/company/maintec-technologies-inc.|https://twitter.com/maintec_inc,https://www.maintec.com/,IT Services & Consulting | 1k-5k Employees | 25 years old | Bangalore/Bengaluru +8 more,113,901,6,16,12
Three D Integrated Solutions Ltd,2007 (16 yrs old),Private,51-200,501-1k,"Gurugram, Haryana, India","Gurugram, Haryana, India",,,,,,,https://www.linkedin.com/company/three-d-integrated-solutions-limited,http://www.threedis.com/,Aviation | 51-200 Employees | 16 years old | Gurugram +16 more,113,576,5,2,16
Edunext Technologies,2012 (11 yrs old),Private,201-500,,"Noida, Uttar Pradesh, India",Noida,,,Corporate,Service|B2B,info@edunexttechnologies.com,7065465400.0,https://www.facebook.com/EdunextTechnologies|https://www.linkedin.com/company/edunext-technologies-pvt-ltd-|https://twitter.com/EdunextTech|https://www.youtube.com/EdunextTechnologies|https://www.instagram.com/edunexttechnologies/,http://www.edunexttechnologies.com,EdTech | 201-500 Employees | 11 years old | Noida +11 more,113,465,4,5,12
MyGlamm,2015 (8 yrs old),,501-1k,,"Mumbai, India","Mumbai, India",,,Startup,B2C,,,https://facebook.com/myglamm|https://linkedin.com/company/myglamm|https://twitter.com/myglamm,https://www.myglamm.com,Beauty & Personal Care | 501-1k Employees | Indian Unicorn | 8 years old | Mumbai +26 more,113,695,7,50,15
AGIO Pharmaceuticals,1991 (32 yrs old),Public,201-500,501-1k,"Massachusetts, United States (USA)",,,,Corporate,B2C|B2B,,,https://www.linkedin.com/company/agio-pharmaceuticals-limited,http://www.agio-pharma.com/,Pharma | 201-500 Employees | Public | 32 years old | Massachusetts +7 more,113,683,6,32,6
Rishabh Instruments,1985 (38 yrs old),Private,201-500,1k-5k,"Nasik/Nashik, Maharashtra, India","Nasik/Nashik, Maharashtra, India",,,Corporate,B2B,,,,http://www.rishabh.co.in,Electronics Manufacturing | 201-500 Employees | 38 years old | Nasik/Nashik +11 more,113,694,5,2,15
Optiemus Electronics,2016 (7 yrs old),,1k-5k,,"Noida, India","Noida, India",,,,,,,,https://www.optiemuselectronics.com/,Electronics Manufacturing | 1k-5k Employees | 7 years old | Noida +5 more,113,560,6,--,14
Atos Technologies,,,,,,,,,,,,,,,Pune +9 more,113,2k,2,--,--
Snowcem Paints,1959 (64 yrs old),Private,201-500,201-500,"Mumbai, India","Mumbai, India",,,,,,,https://www.linkedin.com/company/snowcem-paints-official/|https://twitter.com/snowcem_paints,http://www.snowcem.com,Building Material | 201-500 Employees | 64 years old | Mumbai +28 more,113,187,5,--,5
AXIS Solutions,1999 (24 yrs old),Private,51-200,51-200,"Ahmedabad, Gujarat, India","Ahmedabad, Gujarat, India",,,,,,,https://www.facebook.com/axis.india/|https://www.linkedin.com/company/axis-solutions-pvt.ltd,http://www.axisIndia.in,Industrial Automation | 51-200 Employees | 24 years old | Ahmedabad +14 more,113,678,5,4,8
Inductotherm,1953 (70 yrs old),Private,51-200,201-500,"New Jersey, UnitedStates",,,,,,,,,http://www.inductotherm.com,Industrial Machinery | 51-200 Employees | 70 years old | New Jersey +10 more,113,619,5,21,21
Takenaka,1937 (86 yrs old),Private,201-500,10k-50k,"Osaka, Japan",,,,,,,,,https://www.takenaka.co.jp/,Architecture & Interior Design | 201-500 Employees | 86 years old | Osaka +13 more,113,635,6,--,28
Arihant Publications,1997 (26 yrs old),Private,51-200,1k-5k,"Meerut, India","Meerut, India",,,,,,,https://www.facebook.com/arihantpub|https://www.linkedin.com/company/arihant-eduweb-pvt-ltd|https://twitter.com/arihantpub,http://www.arihantbooks.com,Printing & Publishing | 51-200 Employees | 26 years old | Meerut +16 more,113,412,10,--,5
Colruyt Group,2007 (16 yrs old),,501-1k,,"Hale, Belgium","Hale, Belgium",,,Corporate,Service|B2B,,,,https://www.colruytgroup.com/,IT Services & Consulting | 501-1k Employees | Forbes Global 2000 | 16 years old | Hale,113,784,6,17,19
Cummins Turbo Technologies,,,10k-50k,,,,,,,,,,,https://www.cummins.com/,10k-50k Employees | Dewas +5 more,113,419,1,--,18
Sankara Nethralaya,1978 (45 yrs old),Private,10k-50k,,"Chennai, Tamil Nadu, India","Chennai, Tamil Nadu, India",,,Corporate,B2C,,,http://www.facebook.com/Sankaranethralaya.Officialpage|https://www.linkedin.com/company/elite-school-of-optometry,https://www.sankaranethralaya.org/about-medical-research-foundation.html,Non-Profit | 10k-50k Employees | 45 years old | Chennai +4 more,113,374,1,--,15
Amrita Vishwa Vidyapeetham,1994 (29 yrs old),Private,1k-5k,,"Coimbatore, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",,,Corporate,B2C,,,,https://www.amrita.edu/,Education & Training | 1k-5k Employees | 29 years old | Coimbatore +7 more,113,782,4,13,15
Digital Nirvana Information Systems,1996 (27 yrs old),Private,201-500,201-500,"Fremont, California, United States (USA)",,,,Foreign MNC,Product|B2B,,,,https://www.digital-nirvana.com,Software Product | 201-500 Employees | 27 years old | Fremont +2 more,113,723,1,2,15
Ideas2IT Technologies,2009 (14 yrs old),Private,501-1k,501-1k,"Chennai, Tamil Nadu, India",Chennai,Gayathri V,,Corporate,Service|R&D/Development Center|B2B,,,https://www.facebook.com/ideas2it/|https://twitter.com/ideas2it/|https://www.youtube.com/c/ideas2it-tech/featured|https://www.instagram.com/ideas2it/,https://www.ideas2it.com/,Software Product | 501-1k Employees | 14 years old | Chennai +5 more,113,852,23,27,41
MEDICO Healthcare Services & Technologies,2016 (7 yrs old),,201-500,201-500,"Columbia, United States",,,,,,,,,http://www.medicoinc.com,Healthcare | 201-500 Employees | 7 years old | Columbia +5 more,113,647,18,--,12
Lakshmi Life Sciences,2004 (19 yrs old),Public,201-500,,"Coimbatore, India","Coimbatore, India",,,Corporate,B2B,,,https://www.facebook.com/CACPLAerospace|https://twitter.com/cacplaerospace,https://www.lakshmilife.com/,Defence & Aerospace | 201-500 Employees | Public | 19 years old | Coimbatore +4 more,113,961,7,18,7
DUKES,1984 (39 yrs old),,1k-5k,,"Hyderabad, India","Hyderabad, India",,,,,,,https://www.linkedin.com/company/dukes-foods-ltd,https://dukesindia.com/,Food Processing | 1k-5k Employees | 39 years old | Hyderabad +27 more,113,628,6,--,14
Aeon Credit Service,2011 (12 yrs old),Private,201-500,,"Mumbai, Maharashtra, India",,,,Corporate,B2C,,,https://www.linkedin.com/company/aeon-credit-service-india-private-limited,http://www.aeoncredit.co.in,Financial Services | 201-500 Employees | 12 years old | Mumbai +7 more,113,558,3,16,8
The Web Plant,2011 (12 yrs old),Private,51-200,51-200,"New Delhi, India","New Delhi, India",,,,,,,https://www.linkedin.com/company/the-webplant,http://thewebplant.com/,51-200 Employees | 12 years old | New Delhi +1 more,113,347,6,--,37
Bsr Infratech India,2008 (15 yrs old),Private,1k-5k,,"Bengaluru, India","Bengaluru, India",,,,,,,,https://www.bsriil.com/,Engineering & Construction | 1k-5k Employees | 15 years old | Bengaluru +10 more,113,689,8,--,16
Eglo India,1969 (54 yrs old),Private,51-200,1k-5k,"Pill, Austria",,,,,,,,,http://www.eglo.com,Architecture & Interior Design | 51-200 Employees | 54 years old | Pill +5 more,113,704,15,--,17
ONKAR DIES,1998 (25 yrs old),Private,201-500,,"Pune, Maharashtra, India",Pune,,,Corporate,Product|Service|R&D/Development Center,careers@onkardies.com,895624655.0,https://www.facebook.com/profile.php?id=100086087031278|https://www.instagram.com/onkardiesprivatelimited/,http://www.onkardies.com,Engineering & Construction | 201-500 Employees | 25 years old | Pune +5 more,113,659,3,1,17
Chennais Amirta International Institute of Hotel Management,2010 (13 yrs old),Private,501-1k,501-1k,"Chennai, Tamil Nadu, India","Chennai, Tamil Nadu, India",,,Corporate,B2C,,,https://www.linkedin.com/company/chennais-amirta,https://chennaisamirta.com,Education & Training | 501-1k Employees | 13 years old | Chennai +12 more,113,429,5,8,15
Agilysys Technologies India,1963 (60 yrs old),Private,501-1k,501-1k,"Alpharetta, Georgia, US",,,,Foreign MNC,Service|B2B,,,https://www.facebook.com/agilysys|https://www.linkedin.com/company/agilysys|https://twitter.com/agilysys|https://www.youtube.com/@AgilysysInc,https://www.agilysys.com/en,IT Services & Consulting | 501-1k Employees | 60 years old | Alpharetta +1 more,113,1.6k,16,16,19
Jai Kisan,2017 (6 yrs old),,51-200,,"Mumbai,Maharashtra, India",,,,Startup,,,,https://linkedin.com/company/jai-kisan/about|https://twitter.com/jaikisanindia,https://www.jai-kisan.com,Internet | 51-200 Employees | Startup | 6 years old | Mumbai +18 more,113,410,8,32,6
Park Plus,2019 (4 yrs old),,201-500,,"Gurgaon,Haryana, India",,,,Startup,Service|B2B,,,http://facebook.com/parkplusio|http://linkedin.com/company/parkplus/|https://twitter.com/parkplusio,https://www.parkplus.io,Internet | 201-500 Employees | Startup | 4 years old | Gurgaon +18 more,113,841,18,82,6
Hudson Agile Ventures,,,51-200,201-500,,,,,,,,,,http://www.hudsonagileventures.com/,IT Services & Consulting | 51-200 Employees | Chennai +8 more,113,177,9,1,26
KhataBook,2018 (5 yrs old),Private,501-1k,,"Bangalore,Karnataka, India",Bengaluru/Bangalore,Ravish Naresh,,Startup,Product|B2C|SaaS,feedback@khatabook.com,9606800800.0,https://facebook.com/khatabook|https://twitter.com/khatabook|https://www.youtube.com/channel/uco5rdgh7lkftrfsggyp5e7w|https://www.instagram.com/khata.book/,https://www.khatabook.com,FinTech | 501-1k Employees | Startup | 5 years old | Bangalore +13 more,113,708,7,31,18
Prism Cement - Prism Johnson,,,1k-5k,,,,,,,,,,,https://www.prismjohnson.in/,Building Material | 1k-5k Employees | Satna +34 more,113,676,14,--,16
iLabz Technology,2014 (9 yrs old),LLP,51-200,51-200,"Bangalore/Bengaluru, Karnataka, India","Bangalore/Bengaluru, Karnataka, India",,,Indian MNC,B2B,,,https://www.linkedin.com/company/ilabz-technology,https://www.ilabztechnology.com/,Recruitment | 51-200 Employees | 9 years old | Bangalore/Bengaluru +12 more,113,1.1k,5,--,9
QDVC,2007 (16 yrs old),Private,51-200,1k-5k,"Doha, Qatar","Doha, Qatar",,,,,,,,http://www.qdvc.com/index.php/en/,Engineering & Construction | 51-200 Employees | 16 years old | Doha +4 more,113,122,2,--,20
Illusion Dental Laboratory,2004 (19 yrs old),Private,11-50,1k-5k,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",,,Corporate,B2C|B2B,,,https://www.linkedin.com/company/illusion-dental-laboratory-pvt-ltd,http://www.illusiondentallab.com,Medical Equipment | 11-50 Employees | 19 years old | Mumbai +21 more,113,455,8,4,6
Sendan International Co,1994 (29 yrs old),Private,1k-5k,1k-5k,"Al Jubail, Saudi Arabia","Al Jubail, Saudi Arabia",,,,,,,,http://www.sendan.com.sa,Engineering & Construction | 1k-5k Employees | 29 years old | Al Jubail +7 more,113,449,3,1,10
Lanco Anpara Power,1960 (63 yrs old),,51-200,10k-50k,"Gurgaon, India","Gurgaon, India",,,,,,,,http://www.lancogroup.com/index.html,Power | 51-200 Employees | 63 years old | Gurgaon +9 more,113,423,3,--,15
Tps Infrastructure,1990 (33 yrs old),Private,201-500,201-500,"Delhi/NCR, Delhi, India",,,,Corporate,B2B,,,https://www.linkedin.com/company/tps-infrastructure-ltd,http://www.tpsmfg.com,Industrial Machinery | 201-500 Employees | 33 years old | Delhi/NCR +10 more,113,689,8,6,13
Network Intelligence India,2001 (22 yrs old),Private,201-500,501-1k,"New York, United States (USA)",,,,Foreign MNC,B2B,,,https://www.linkedin.com/company/nii-consulting,https://www.niiconsulting.com,Law Enforcement & Security | 201-500 Employees | 22 years old | New York +9 more,113,1.2k,9,18,14
Scc Infrastructure,1994 (29 yrs old),Private,51-200,201-500,"Ahmedabad, Gujarat, India","Ahmedabad, Gujarat, India",,,Corporate,B2B,,,,http://www.sccinfrastructure.com/,Engineering & Construction | 51-200 Employees | 29 years old | Ahmedabad +17 more,113,471,12,8,9
Unify Technologies,2015 (8 yrs old),Private,201-500,201-500,"Bellevue, WA, United States Of America","Bellevue, WA, United States Of America",Brahma V.,,Corporate,Product|Service|B2B,,,https://www.youtube.com/unifytechnology,https://unifytech.com/,IT Services & Consulting | 201-500 Employees | 8 years old | Bellevue +7 more,113,1k,12,68,19
Maaden Phosphate Company,2009 (14 yrs old),JV,11-50,5k-10k,"Al Jalamid, Saudi Arabia",,,,Foreign MNC,B2B,,,,https://www.maaden.com.sa/en/business/phosphate,Metals & Mining | 11-50 Employees | 14 years old | Al Jalamid +7 more,112,374,8,--,19
Visen Industries,1985 (38 yrs old),Public,1k-5k,1k-5k,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",,,Corporate,B2B,,,https://www.linkedin.com/company/visen-industries-ltd-|https://twitter.com/visenindustires,http://www.visen.net,Chemicals | 1k-5k Employees | Public | 38 years old | Mumbai +10 more,112,426,2,3,12
Globe Capital Market,1984 (39 yrs old),Public,1k-5k,,"Eastcote,England, United Kingdom",,,,Corporate,B2B,,,https://www.facebook.com/globecapital|https://www.linkedin.com/company/global-capital-wealth-ltd,https://www.globecapital.com/,Investment Banking / Venture Capital / Private Equity | 1k-5k Employees | Public | 39 years old | Eastcote +18 more,112,581,4,47,4
Venus Home Appliances,1964 (59 yrs old),Private,501-1k,,"Thoothukudi, India",,,,,,,,,http://www.venushomeappliances.com,Consumer Electronics & Appliances | 501-1k Employees | 59 years old | Thoothukudi +21 more,112,499,7,25,11
Atotech,1993 (30 yrs old),Private,201-500,1k-5k,"Berlin, Germany",,,,,,,,,https://www.atotech.com/,Chemicals | 201-500 Employees | 30 years old | Berlin +8 more,112,694,7,13,25
Gini & Jony,1980 (43 yrs old),Private,501-1k,1k-5k,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",,,Corporate,B2C,,,https://www.facebook.com/ginijony|https://www.linkedin.com/company/gini-&-jony-ltd.|https://twitter.com/gini_and_jony,http://www.giniandjony.com,Fashion & Textile | 501-1k Employees | 43 years old | Mumbai +24 more,112,527,5,--,13
